,video_tiktok_id
723917,7179036818099260678
428096,7148894541104385326
755794,7010183921530948870
748840,7052011105668959535
690465,6857224751291665669
62568,7101874215112052014
740184,7177193504341298437
559560,7220917827996290309
751883,7106708642849672453
755058,7210069088784239918
749056,7224378043412925739
11549,7184430291518246150
11674,7228300494903758126
29624,7104304514345241861
627723,7052792260655680814
405990,7147793511109119237
728435,7226719178118516011
33729,7175158005225360645
561512,7221937226756721963
704704,6807306140335000838
732875,7232116727113452805
428823,7226080540783381802
717265,7218765495632170286
233866,7214504612345253126
744200,7226798264304012549
758772,7134374811152928046
411862,7120456650544188714
415989,6800869791251860741
709714,7030899130532760838
76586,7215482427781745963
141108,7104812368697265450
468878,7023377632989285658
565834,7125480230738857221
755249,7156988640327945518
318849,7111886978861387051
761360,7230993185181486382
760076,7209768717838814471
64000,7150782969576295722
743381,6843421933363547397
706577,7190027166455762182
732331,7223787321387126062
744660,7129339913551596806
747093,6963080211722276101
744330,7011237625826725126
751724,7210098149413719339
505679,7223595704588029230
751161,7110111012921150762
561506,7092093604755180843
712637,7200447908439772458
621724,7226033130363424046
710580,7104897062881266986
743369,6838357536773573894
268662,7227211192190717230
11678,7229459705838538030
266873,7147826808346463534
700771,7002685698880949509
561507,7161073127148260654
450263,7154428307109563694
730490,7123676667939261702
223135,7098198182882102574
757578,6817217290946366725
709713,6994915659197074693
749628,7200433599714282757
361373,7103714991123008811
704216,7055241977557798171
744761,7198662079723621674
722202,7115064870654987525
745213,7008791694858636550
318848,6836836692092013830
662629,7191977608228130091
752493,7163360883077434630
120752,7138119122503683334
263409,7062201134802292015
505485,7118186548692126982
723892,7164430498138213675
736365,6894734473934540038
758444,7213221582813138222
261288,6859128888858053894
562320,6811586358876867845
272688,7054271979838295301
682846,7014861668387802374
433309,7157470078642949419
759124,6860637083787103494
272112,7101090782190357766
2705,7206078363432144174
105122,7117703826370546949
30396,7102973257984478510
25608,7121484398410911022
435995,7194274660735864066
749020,7224580424519912730
749150,7162596129304022278
699696,6916767100090535173
45093,7105187791595769134
741120,7212946823651167493
631234,7182616814411746565
296435,7154226691483749675
627543,7217846028962254123
505668,7214200065714343173
738276,7101512909410340142
704084,7105064155853458730
723850,7230174226744134958
748619,7197158564438347013
86597,7220858353457696005
633616,7121752257728744710
504922,7133592298612477226
30394,7095523366332812586
723943,7162576148377914670
744762,7167165427267718442
754611,7174570362158599429
180766,7201279281778052398
308330,6908904255168498950
757430,7213020995785870634
42037,7111002084731833643
723889,7123600821769588014
36778,7164628696135994629
80134,6883955413797195013
328975,6997687653147741442
130001,7122402935253896454
186704,7219046936987421957
744639,6972783858169253122
504754,7130990277057170714
756735,7206379889619062062
723888,7221307613659745582
590236,7101374609634757894
735533,7164131113932213509
754377,7225319318538423578
382790,7224657246217587973
79030,7103685137384295726
183706,7106552574572104962
759135,6860654361341611269
665185,7023561198272580870
680429,6941496738402290950
505030,7227184647002721542
431931,7129901374979984682
741774,6937323977480162566
734045,7100302513211018501
709711,6987408509319122182
753411,7195330531976924421
505038,7221260988912241926
68486,6816751665006284038
671573,7112701272683351342
504769,7213871504923168006
190443,7126300801990921478
734437,7170812562932616454
207615,7164234896431516934
561511,7155132809311456554
428824,7233949781930872110
631230,7230987560292551941
269242,7214572947338448171
608134,7221269330338581766
2723,7177509359017266478
757032,6958194639304215813
741334,7084016736277761285
418980,7223686579955469570
730188,7121835256201678086
704903,7228647337692843306
561508,7081693486734511403
730492,7120648213203373317
672565,7192032842056994091
474264,7225321711049215259
118359,7081875812051324202
35383,7226477478896749829
14737,7221926945993362693
365916,7226763964519075099
749371,7227334564157394177
86599,7213821904845589765
418247,7194496804111518982
101233,7220406260309511466
749526,7200585857215057194
736994,7198944181837024558
755609,6959258128626076933
748693,7088438243275902214
672508,7210044982953086215
757031,6958541999276379398
671577,7104797671671483694
746923,6998952392083623173
741525,7075481996092263723
561501,7080204662556658990
729145,7218403000971218222
45090,7182656784472214830
740375,6970203560302742789
420978,7153695968821562629
756927,7204737151970446598
672568,7192043059868192046
424729,7215390509072731398
662628,7166394383263190318
738359,7197974361721146626
702686,7131127565762170158
315029,7198602576852618542
729984,7120711828245892358
758894,7193378770391272709
268646,7148061272062430506
755465,6824667488337366278
731133,7124038791043583237
106526,7122932610401176874
756679,7125396991852416302
732329,7223422576633302318
701506,7112591094201797893
261030,6992924971953671425
709123,7097681927515262214
88588,7118972234798075162
365915,7226027229359197466
344730,7173281241947589894
97243,7218542003477433627
517387,7174619516956052741
621723,7200931022840663339
658571,7173031021200395525
561499,7201174423490284846
738470,7101531435403857198
747022,7068848027389267246
399180,7209643872232721670
537383,7103655476331547906
738146,7102126853007084843
271019,7210235471593524522
505031,7227582154488679685
519260,7208383212022795566
703727,7007144157244411141
643371,7189977452288969989
701887,7115177604159868206
24572,7117352844709154054
483074,7200843190834826538
371860,7122972524304125230
323236,7146962742786690310
403416,7120779597993577733
315031,7194215985287646507
87218,7113998198242348294
446014,7148857698988199174
743744,6968345452118871297
672370,7209238807445523717
294217,7172720144588819758
672563,7194853334229011755
731871,7124389964061625605
450264,7223958577940041003
418963,7182720260984950018
744629,7033075441271311622
40052,7209132841060355374
704502,7218990758206950661
504752,7199049188074786094
690201,7010748116529990917
729803,7121827881025572102
631232,7192272795647200518
92152,7026893911884877102
262500,7031591429004610863
418977,7184764836985736450
263411,7061744394076130607
671575,7113399977623309610
748525,6910622237921938690
723941,7226123659105013038
671574,7113401689075387691
664520,7227587019231300906
672564,7195693251158936874
150396,7217185737848950059
26029,6837953768559004933
757126,7219687331106671915
689356,6844374735523024129
754517,7220130290885250346
665196,7221820796459683078
525932,7230561761110347034
561505,7106276832185666862
713929,6886501370288033030
231151,7122615524680387845
723857,7219951190816181510
357584,7226027629839715627
11676,7229786407735168299
473866,7215331023385562410
663737,7178922213943364907
464790,7215151927854910726
758912,7218667430095162670
756119,7079908473713986821
517159,6987750624452431130
713598,6875022433179503878
197214,6911039359038917894
402883,7120572033791954222
700683,248905068664565760
702287,7137683585108102406
156135,7007917858000735493
21365,7164619603715362054
2727,7181210758494162222
2762,7212176031975755051
390249,7211492274721541382
237285,7154002452151422213
531481,7213727998401400069
736858,7148898102953463083
700728,7088243764795297030
272229,6984738483965414662
468877,7156703251004493082
417268,7053513849034607919
9034,7154427745039158534
755136,7182672834148273451
672566,7228302664398900523
754835,7228799399621594373
561500,7109166873526308142
723805,7219696129527565573
228038,6930883335841451269
754515,7215607875517828394
734075,7101090073390714155
27528,7229353005374541099
138180,7129679919667334443
60508,7188087920220245250
672567,7228305002450652458
755423,7108619175614074158
405988,7117740584416120069
755323,7122510857484995882
381102,6915423276407819526
378580,7121431497495661830
2668,7223113233161325866
405989,7140378736788114694
364698,7034620463628176645
561498,7101348078107610410
729824,7138103579704970501
277951,7122035779475344646
689343,7133314460600536325
262391,7133333391881047339
563966,7206102208906071338
561510,7169747687145753902
269667,6924926090637053190
748730,7220620613877075206
690109,7117025273169710342
735785,7218968443440205099
743990,7171246967304015109
97244,7211140608138677531
228285,7139182231423175942
751851,6978627099095518470
672562,7228615450857311534
2676,7210917362139303214
156138,6990465928798440710
711585,7000873225936751878
654691,7182037485525126446
328369,7099841355156819205
761329,7226388338855447835
97245,7094576683193306394
35755,7219086221253856518
723942,7220562419012226347
30392,7121448141408292139
755928,7214486455551364394
695553,7216405399807790341
690045,7010212183694920965
30112,7156347818154691845
46827,7131580369928785157
317357,7125887953980706054
504970,7125813847310552326
690426,7161611284343983366
272154,6969969575756647686
748721,7031830888237337861
315023,7201255043805515054
2694,7225354619210272043
63156,7189835221825506566
156137,6986758441666661638
717261,7070378819781381422
217901,7218683410611490091
664523,7219715618990394670
71559,7034303370965994798
664519,7208609052241284394
182859,7223487368244792619
2774,7127656944315305262
2664,7157252612662889771
756926,7208749600650382598
680215,7126548796695186693
723801,7220150099492588842
180769,7093920270762691883
630805,7126562897152544043
504846,7165138336137465094
279163,7122571578243616046
735441,7103272617351597354
259037,7209884952551247131
89150,7099214127498923306
2724,7185321720624975146
523995,7194422813892054278
2642,7146682951588154670
760446,7197585860127149314
456552,7105583749873683739
30391,7118849211256311086
601369,7125558685673508142
736291,7063928865214860591
180768,7053520017824058670
691763,6824123476622839046
741481,7069544716727094570
683150,7210787576431627526
514003,7140403130813910278
52712,7036919963210337582
734172,7143638150739512581
2717,7147403410411736363
691588,7077962623207083270
701824,7100394328064838954
160145,7062431540248071430
452840,7162288598618885422
390640,7202787174780144942
505310,7100395470035569966
512559,7158300503988899078
263413,7176020473594055979
505367,7199779388802501893
209067,6998720917928971525
365912,7201920533745732870
744029,7183092194809548037
729995,7133762585282759942
162848,7126706321126116651
40340,7213881185930399019
710780,7099936388233301294
736144,7032779788355980549
746707,7073510427229113646
297968,7112283318544076075
505264,7128827771878493446
84290,7213966182917967109
10582,7026036114297228550
69644,7112235551855611142
722324,7220527647233789185
315022,7014287645920595206
684410,7200472971234889003
741348,7066229195638164742
21751,7100784740038561070
550282,7114106538645556486
721690,6877364805410295041
315025,7134002111850859818
74484,7210923783882837294
88868,7153034638082968837
429201,7220919339996744966
212696,7071052235991534854
664994,7149123312935849222
30390,7139225500739751210
44896,7099695749746789638
403417,7123379024621030661
111064,6877214045745777925
44900,7092924340987071749
31064,7121704137619672326
561502,7230100649952742698
652312,7191175344324365573
710281,7175765505578519814
512558,7198556272763948294
89160,7071379691441016110
504600,7144761678297632042
418964,7179445402687819009
475740,7165161181697543467
699207,7093266603302948101
474762,7164512321711148334
534231,7101272183917268229
732296,7201999827142528261
296978,6957752486518131973
760267,7226958241115213102
2677,7183042384505130282
505595,7222013981723086122
736993,7128080543069195566
264144,7188651862407564586
280885,7225758463433952555
672374,7222420032314199339
267632,7177327500542921985
375246,7102391072084495659
751133,7027164838279318790
2667,7156664606562487598
2708,7158761848370744619
266822,7048311128245554438
40051,7195313138198170923
567802,7224548684199922970
264011,7107041989299834154
264289,7185672480990727470
607774,7000368247904193797
726225,7166760500062096646
70961,7196043534066044165
730504,7130784568482778374
112777,7123054688001445125
63151,7209826124912790790
292587,6778992040412843270
712580,7202547388848917787
717260,6861383308677287173
316818,7062050267855899951
217696,7012304588694883589
531480,7205514324763217158
730212,7124838989906906374
693835,7152989095763938566
756327,7219997739382394117
754985,7210112968359497002
722972,7233554980249079082
734616,7113735660548246790
730636,7120649139662146821
435026,7233117861173153066
729221,7230990713264114971
730140,7121315225072192811
751078,7052180598965800239
263412,7060254329940299055
744487,7134712378201083178
731235,7169345784935173382
631233,7189782934948302085
672707,7198885068528487722
2655,7151783404793498922
271448,7115197987327970603
11673,7135147865243979050
272698,7219502910546119941
759058,7230083557996186906
666878,7220991296142363950
712645,7202169646156434693
662630,7121421462157724971
42881,7129997429809728773
722697,7222739002212863275
106042,6999470543560871174
723785,7220845542241242374
505169,7222043344631909638
263326,7095700422924569857
725952,7228956060835597594
2725,7202593431745547562
757634,7134653292046585090
2662,7146173465274354990
621263,6919192963633483013
43356,7181928842687270187
665318,7085377792128470278
2660,7199379103034690862
119458,7217921037596364075
712639,7206088572301249838
505101,7214010123465903366
326070,7148470174151085339
418972,7182534930520411393
116911,7189159000519347462
2739,7154453612499094830
357585,7228159037395733802
730043,7138145335880191237
14791,7229804038278237446
57479,7126250081216466182
2644,7148847791228603694
60162,7101496409014291718
759514,7221967429973609774
210361,7120678583697198342
747027,7182043068676427054
270059,6995581187725004037
371583,6968837793741032709
730562,7134838460979973419
630806,7176083588268543274
21368,7164963457815579909
2709,7148463501089148206
441079,7160487195759955201
561503,7113232287881252139
689277,7223373878226210054
743935,7228510231054126363
716550,6874945990072274181
753076,7135311918289554734
561504,7228248994332298538
262955,7173810084944842027
2728,7156458229625572654
750855,7088959381626293505
418976,7182672513686703361
441092,7155733874532814082
750926,7092236613614357761
547833,7100165623887547653
475216,7166475835099106565
752477,7049941013561036078
510526,7199319823300545797
119353,6997118835455216901
505481,7129932174190464261
733252,7210451768336026922
634427,7229513054126492933
124935,7215318148680076587
101311,7121640743583665413
701783,7149432539135036718
705199,7115799593756986629
2686,7148095727057587499
504601,7157096136405175595
2699,7147620327537839402
2672,7147176394315828526
234742,7164519777258491182
2710,7209589915804437806
672603,7130730738424630570
297966,7118561891655503147
386957,7159175842327743787
327456,7212772563104058629
729585,7049511502667205893
723916,7222383197395438854
266121,6999098608050130203
264573,7013372334857784582
740253,7092939618844200234
582906,7222028612310928686
267609,7056555268447931694
378243,7223072717698813227
2685,7201007990177008942
212506,7073604369014361386
67601,7230071948980636933
725460,7100509620916997382
61839,7102238275229977902
504607,7141790400196676910
671361,7218993455274495238
315030,7001197109810613509
2704,7153999019390324011
725292,7134433684605652267
737218,7220983053303172357
720275,6879857654152301830
710955,7175663686294441221
757416,7200584811495410949
2715,7153001912944807214
43354,7124909120603360555
71560,7124107583417273643
724201,7134446683760446762
575886,7226719541999439131
27300,7088488267804413226
505644,7132618281025932550
621722,7231968450321648939
600739,7204074297881660677
2798,7128779173824335146
43125,7128225875685952811
63978,7099703742257302826
417421,7122543721123532075
11677,7213521018894372142
2700,7146864073450409262
156141,6968965479969099013
709033,7107053708092968235
2633,7126289431820045610
441085,7156330963553848578
724328,7100219343287373098
741950,7162002154327215361
753558,7213779640907877637
2834,7101634649511693614
261964,7228294961014279467
716953,6894298651758284037
12917,7138115511069494570
732048,7172143512996171034
2652,7208833070189890858
468876,7160676467083332890
30397,7110672734560029994
737182,7211376852227624198
494957,7153372121857576234
195197,7138487438086868266
423542,7218432113136258310
399181,7209669438776429830
630788,7225136375476129067
757809,7227035362772782342
662631,7138503383253732654
423541,7207324214318140678
388768,6873471604807011589
87223,7198227213395741958
504767,7164174296347086106
340398,7130122031344979243
268512,6876622429360278789
399177,7215703455816584453
736141,7023092729882217734
11675,7211371759432420650
733440,7212229329282026757
2646,7209123768801791275
180770,7092058032934325550
747090,7204307229107965226
173371,7164805156494888238
2687,7212548562071129387
87215,7122536004925312261
125335,6940462106542148869
738417,7101545753360780587
159905,7190045743980350725
2713,7204884893556526382
2647,7161857850212420910
2684,7203023603607113002
418971,7179773752668933378
504892,7214156517866605870
504969,7207135447510682885
752693,6900964149191298309
30393,7109582494768336171
704170,6995695976736476422
271850,7033938075759856942
313792,7216320741044751662
2711,7143907658519579947
2731,7151833792909511978
505282,7132838959918419205
701814,7099990561431538949
701815,7149995117468749062
2729,7143733573500046634
209531,7210119643703364906
2718,7144766259811405102
100375,7216996699695271174
751723,6949254703108672774
418974,7177930275014348034
490260,7163163142531403009
730891,7120556293277994245
716927,6935924503574875397
63481,7205347069987540267
469775,7151481257761737989
157013,6984435472730819845
617,7100277032549911813
631228,7101419634917641478
665159,7198339448957046062
703087,7114370859157949701
746573,7167717894216895749
716750,7016804178227989766
731271,7124659823207075114
362756,7059966563314830638
454844,7085053920493505798
126066,7138179723015769350
2698,7142165367895461166
720394,6901130928567946498
755280,7120671560402242822
298649,7227462994123328774
48543,7216821258854403374
701839,7102080504836459822
728996,7227588620947885354
715329,6902613778639162626
703726,7014548094926753030
11526,7142824139684957445
506322,7134045677352619310
263051,7143127337201175854
723436,7230894521528225030
277952,7129199126411103493
165513,7160070172437515566
27360,7084313064354450694
555976,7070293288959348011
504883,7165232989591440646
2648,7151495872247794990
19562,7090208883100241195
561497,7203049548304878891
61671,7184495198699801899
690216,6941811985994501382
504876,7167871244992384262
30398,7145168791612312878
533307,7114105924695903494
575378,7195323642702564651
448862,7127101792210685230
518156,7141426046322347310
432625,7124435104122031365
722066,7198750081997229355
517206,6989350841652153606
731038,7124063743301995819
111885,7105413743126826286
733418,7210552553438956846
2665,7142251049963769131
2610,7133180977022586158
99146,7093345949178760490
139227,7166297251684371717
757768,7125812834952318254
410996,7165235402788359429
708622,7166389022921592069
267402,7002586905938382086
727751,7182984854609448197
611025,7220030594250476802
57493,7216146386000088325
490871,7164930844832877829
732526,7216807996460928298
418969,7177689970855988481
31065,7110714841148574981
703365,6990085057755090182
64003,7059030365012380974
84292,7199588054523235610
279164,7121514868166921515
632227,7212031746940996869
237346,7155483285915749638
51021,7155937455227571498
75398,7060986125674106158
735034,7099874918493359365
219812,7196249340795424001
365913,7159298275017854214
358589,7210480193411124526
442003,7109929848696589614
754449,7145306934894333230
10191,7100925045660290310
506164,7111142552509730053
2722,7153597299174739243
690605,6963321517841108229
504782,7162698734432816390
199026,7079503303368887558
418966,7178781397052656897
628115,7128596060129234181
2831,7127927248371600686
753122,7220777535909399835
687345,6975540122003442950
671098,7124785944040951045
316817,7208205816501914923
741354,6940733375321738502
705630,6996820368006712581
466224,7186816251023559982
160787,7004168757853555973
689739,6888037858116996358
40053,7205029416320175402
2767,7131312673895091502
425960,6800424090520915206
749001,7101756244322454830
199718,7173476045486591238
684777,7004307436894997766
224092,7153717190426971434
43355,7154049382667603246
533306,7028802342120082694
2683,7141838023825624362
567508,7134878702315326763
33241,7099809020482997546
712834,7193336648254409990
261287,6915263997507833094
751977,7178427825970531585
659511,7189802167711092010
195382,7100714916818062597
693213,7082178519500885290
749511,7215663682590641413
401939,7154539007362256171
722622,7209625790441426202
272106,7150502953995226414
738407,7105044665107467566
387669,7211848019925372165
307386,7121789591048310059
704923,7007615513211735301
698896,7220540121085447430
750227,7211919452651228421
2692,7145583977158544683
2703,7145409159364758827
2697,7210050611184897326
2673,7232956086247181614
2674,7204446783362125098
742884,7090600522885090606
647500,7189005446907317550
271391,7071711555779562798
462274,7173313171774541099
504837,7165620805294902533
2636,7131047995126156587
8355,7174163213934726442
30375,7146350433898925358
558185,7138099916039032107
2759,7125101428674186538
44724,7150104308628065582
382789,7227264093655289094
183744,7156420813149736234
202897,6977056682144697606
418970,7179340251272383745
710543,7209579855002946862
650691,7193294473886027034
446920,7156294001274965253
504900,7138845895696862469
504759,7141679399266569498
48219,7215021139146394885
755283,7122934041069997358
727181,7180783535689583915
733283,7219558219276946693
505324,7188573614969474347
745050,7071115148051696897
750632,7105638025044053294
505078,7125851975597542661
182857,7122169488245624107
505148,7169281138509434158
42036,7116235652814867758
525939,7225184871000313115
135098,7005697768933182725
716954,6876966105798200581
704497,6987070766735117573
30395,7119891720774520110
2657,7144983801955978538
26845,7131852216729603374
97087,7232081077043580203
60125,7100664496208842030
297186,7207264090673171717
504708,7214623353863146794
494925,7155234823152454954
43334,7128402451744640302
630577,7123658295268904238
192319,7009355646340566277
63155,7207270100456541446
731554,7122579434107849990
311422,7079064733055339819
729990,7127088470668938501
2650,7143002777604885806
2689,7213088030926687531
78630,7218999346401086766
381158,6930618117659905285
505530,7125654419034672411
115288,7076837079572843818
706438,7000370727081856257
471809,7153996904316128555
737390,7225017939236244763
23471,7188201910799748394
427711,7216518352108260651
653882,7173004409503272234
2812,7212405892052995371
583239,7203803981703843077
2794,7233526814122052907
690048,7120401268081872133
732150,7210052331310714118
735972,6878735227796114689
698556,7197049961492548870
43347,7103995580917075243
446921,7152211033812176134
702974,7199460512223186222
2634,7126492384401116462
418973,7178230332351581442
723125,7225032634924092698
136865,7172142914196278529
751982,7216315842932313345
646391,7183303645721660678
2629,7126622265097080107
462707,7158762860431166726
2830,7132449853216509230
